USER       PID %CPU %MEM    VSZ   RSS TTY      STAT START   TIME COMMAND
cluster   6378  9.1  0.1  99312 14400 ?        R    13:40  27:13 python /mpi/desarrollo-paralelas-2014/shellParallelExplicit.py /mpi/desarrollo-paralelas-2014/web/subidas/InformePlanificacionLab2ComputacionParalela.pdf plan
cluster   6379  9.0  0.1  99312 14400 ?        R    13:40  26:54 python /mpi/desarrollo-paralelas-2014/shellParallelExplicit.py /mpi/desarrollo-paralelas-2014/web/subidas/InformePlanificacionLab2ComputacionParalela.pdf plan
cluster   6380  8.9  0.1  99324 14400 ?        R    13:40  26:45 python /mpi/desarrollo-paralelas-2014/shellParallelExplicit.py /mpi/desarrollo-paralelas-2014/web/subidas/InformePlanificacionLab2ComputacionParalela.pdf plan
www-data  6406  0.0  0.0  34632  5848 ?        S    13:40   0:00 /usr/sbin/apache2 -k start
www-data  6410  0.0  0.0  34632  5856 ?        S    13:40   0:00 /usr/sbin/apache2 -k start
www-data  6451  0.0  0.0   2236   544 ?        S    13:44   0:00 sh -c sudo -u cluster mpiexec -n 4 --hostfile /mpi/desarrollo-paralelas-2014/hostfile  python /mpi/desarrollo-paralelas-2014/shellParallelExplicit.py /mpi/desarrollo-paralelas-2014/web/subidas/InformePlanificacionLab2ComputacionParalela.pdf 'plan'
root      6452  0.0  0.0   3772  1632 ?        S    13:44   0:00 sudo -u cluster mpiexec -n 4 --hostfile /mpi/desarrollo-paralelas-2014/hostfile python /mpi/desarrollo-paralelas-2014/shellParallelExplicit.py /mpi/desarrollo-paralelas-2014/web/subidas/InformePlanificacionLab2ComputacionParalela.pdf plan
cluster   6453  0.0  0.0   3784  2116 ?        S    13:44   0:00 mpiexec -n 4 --hostfile /mpi/desarrollo-paralelas-2014/hostfile python /mpi/desarrollo-paralelas-2014/shellParallelExplicit.py /mpi/desarrollo-paralelas-2014/web/subidas/InformePlanificacionLab2ComputacionParalela.pdf plan
cluster   6454  0.0  0.2 103764 17512 ?        S    13:44   0:00 python /mpi/desarrollo-paralelas-2014/shellParallelExplicit.py /mpi/desarrollo-paralelas-2014/web/subidas/InformePlanificacionLab2ComputacionParalela.pdf plan
cluster   6455  8.2  0.1  99316 14408 ?        R    13:44  24:13 python /mpi/desarrollo-paralelas-2014/shellParallelExplicit.py /mpi/desarrollo-paralelas-2014/web/subidas/InformePlanificacionLab2ComputacionParalela.pdf plan
cluster   6456  8.2  0.1  99320 14400 ?        R    13:44  24:19 python /mpi/desarrollo-paralelas-2014/shellParallelExplicit.py /mpi/desarrollo-paralelas-2014/web/subidas/InformePlanificacionLab2ComputacionParalela.pdf plan
cluster   6457  8.1  0.1  99312 14396 ?        R    13:44  23:59 python /mpi/desarrollo-paralelas-2014/shellParallelExplicit.py /mpi/desarrollo-paralelas-2014/web/subidas/InformePlanificacionLab2ComputacionParalela.pdf plan
www-data  6537  0.0  0.0   2236   544 ?        S    13:49   0:00 sh -c sudo -u cluster mpiexec -n 4 --hostfile /mpi/desarrollo-paralelas-2014/hostfile  python /mpi/desarrollo-paralelas-2014/shellParallelExplicit.py /mpi/desarrollo-paralelas-2014/web/subidas/1403113752_InformePlanificacionLab2ComputacionParalela.pdf 'plan'
root      6539  0.0  0.0   3772  1628 ?        S    13:49   0:00 sudo -u cluster mpiexec -n 4 --hostfile /mpi/desarrollo-paralelas-2014/hostfile python /mpi/desarrollo-paralelas-2014/shellParallelExplicit.py /mpi/desarrollo-paralelas-2014/web/subidas/1403113752_InformePlanificacionLab2ComputacionParalela.pdf plan
cluster   6540  0.0  0.0   3784  2116 ?        S    13:49   0:00 mpiexec -n 4 --hostfile /mpi/desarrollo-paralelas-2014/hostfile python /mpi/desarrollo-paralelas-2014/shellParallelExplicit.py /mpi/desarrollo-paralelas-2014/web/subidas/1403113752_InformePlanificacionLab2ComputacionParalela.pdf plan
cluster   6541  0.0  0.2 103768 17512 ?        S    13:49   0:00 python /mpi/desarrollo-paralelas-2014/shellParallelExplicit.py /mpi/desarrollo-paralelas-2014/web/subidas/1403113752_InformePlanificacionLab2ComputacionParalela.pdf plan
cluster   6542  7.4  0.1  99320 14404 ?        R    13:49  21:40 python /mpi/desarrollo-paralelas-2014/shellParallelExplicit.py /mpi/desarrollo-paralelas-2014/web/subidas/1403113752_InformePlanificacionLab2ComputacionParalela.pdf plan
cluster   6543  7.4  0.1  99316 14396 ?        R    13:49  21:31 python /mpi/desarrollo-paralelas-2014/shellParallelExplicit.py /mpi/desarrollo-paralelas-2014/web/subidas/1403113752_InformePlanificacionLab2ComputacionParalela.pdf plan
cluster   6544  7.5  0.1  99316 14400 ?        R    13:49  21:59 python /mpi/desarrollo-paralelas-2014/shellParallelExplicit.py /mpi/desarrollo-paralelas-2014/web/subidas/1403113752_InformePlanificacionLab2ComputacionParalela.pdf plan
www-data  6545  0.0  0.0  34632  5844 ?        S    13:49   0:00 /usr/sbin/apache2 -k start
www-data  6547  0.0  0.0  34632  5844 ?        S    13:49   0:00 /usr/sbin/apache2 -k start
www-data  6548  0.0  0.0  34632  5908 ?        S    13:49   0:00 /usr/sbin/apache2 -k start
www-data  6568  0.0  0.0   2236   544 ?        S    13:49   0:00 sh -c sudo -u cluster mpiexec -n 4 --hostfile /mpi/desarrollo-paralelas-2014/hostfile  python /mpi/desarrollo-paralelas-2014/shellParallelExplicit.py /mpi/desarrollo-paralelas-2014/web/subidas/1403113782_InformePlanificacionLab2ComputacionParalela.pdf 'plan'
root      6569  0.0  0.0   3772  1628 ?        S    13:49   0:00 sudo -u cluster mpiexec -n 4 --hostfile /mpi/desarrollo-paralelas-2014/hostfile python /mpi/desarrollo-paralelas-2014/shellParallelExplicit.py /mpi/desarrollo-paralelas-2014/web/subidas/1403113782_InformePlanificacionLab2ComputacionParalela.pdf plan
cluster   6570  0.0  0.0   3784  2116 ?        S    13:49   0:00 mpiexec -n 4 --hostfile /mpi/desarrollo-paralelas-2014/hostfile python /mpi/desarrollo-paralelas-2014/shellParallelExplicit.py /mpi/desarrollo-paralelas-2014/web/subidas/1403113782_InformePlanificacionLab2ComputacionParalela.pdf plan
cluster   6571  0.0  0.2 103768 17532 ?        S    13:49   0:00 python /mpi/desarrollo-paralelas-2014/shellParallelExplicit.py /mpi/desarrollo-paralelas-2014/web/subidas/1403113782_InformePlanificacionLab2ComputacionParalela.pdf plan
cluster   6572  7.4  0.1  99312 14400 ?        R    13:49  21:30 python /mpi/desarrollo-paralelas-2014/shellParallelExplicit.py /mpi/desarrollo-paralelas-2014/web/subidas/1403113782_InformePlanificacionLab2ComputacionParalela.pdf plan
cluster   6573  7.4  0.1  99312 14396 ?        R    13:49  21:33 python /mpi/desarrollo-paralelas-2014/shellParallelExplicit.py /mpi/desarrollo-paralelas-2014/web/subidas/1403113782_InformePlanificacionLab2ComputacionParalela.pdf plan
cluster   6574  7.5  0.1  99316 14400 ?        R    13:49  21:47 python /mpi/desarrollo-paralelas-2014/shellParallelExplicit.py /mpi/desarrollo-paralelas-2014/web/subidas/1403113782_InformePlanificacionLab2ComputacionParalela.pdf plan
www-data  6597  0.0  0.0   2236   544 ?        S    13:49   0:00 sh -c sudo -u cluster mpiexec -n 4 --hostfile /mpi/desarrollo-paralelas-2014/hostfile  python /mpi/desarrollo-paralelas-2014/shellParallelExplicit.py /mpi/desarrollo-paralelas-2014/web/subidas/1403113785_InformePlanificacionLab2ComputacionParalela.pdf 'plan'
root      6598  0.0  0.0   3772  1624 ?        S    13:49   0:00 sudo -u cluster mpiexec -n 4 --hostfile /mpi/desarrollo-paralelas-2014/hostfile python /mpi/desarrollo-paralelas-2014/shellParallelExplicit.py /mpi/desarrollo-paralelas-2014/web/subidas/1403113785_InformePlanificacionLab2ComputacionParalela.pdf plan
cluster   6599  0.0  0.0   3784  2112 ?        S    13:49   0:00 mpiexec -n 4 --hostfile /mpi/desarrollo-paralelas-2014/hostfile python /mpi/desarrollo-paralelas-2014/shellParallelExplicit.py /mpi/desarrollo-paralelas-2014/web/subidas/1403113785_InformePlanificacionLab2ComputacionParalela.pdf plan
cluster   6600  0.0  0.2 103768 17536 ?        S    13:49   0:00 python /mpi/desarrollo-paralelas-2014/shellParallelExplicit.py /mpi/desarrollo-paralelas-2014/web/subidas/1403113785_InformePlanificacionLab2ComputacionParalela.pdf plan
cluster   6601  7.4  0.1  99316 14400 ?        R    13:49  21:35 python /mpi/desarrollo-paralelas-2014/shellParallelExplicit.py /mpi/desarrollo-paralelas-2014/web/subidas/1403113785_InformePlanificacionLab2ComputacionParalela.pdf plan
cluster   6602  7.5  0.1  99316 14404 ?        R    13:49  21:47 python /mpi/desarrollo-paralelas-2014/shellParallelExplicit.py /mpi/desarrollo-paralelas-2014/web/subidas/1403113785_InformePlanificacionLab2ComputacionParalela.pdf plan
cluster   6603  7.4  0.1  99316 14400 ?        R    13:49  21:32 python /mpi/desarrollo-paralelas-2014/shellParallelExplicit.py /mpi/desarrollo-paralelas-2014/web/subidas/1403113785_InformePlanificacionLab2ComputacionParalela.pdf plan
www-data  6622  0.0  0.0   2236   548 ?        S    13:49   0:00 sh -c sudo -u cluster mpiexec -n 4 --hostfile /mpi/desarrollo-paralelas-2014/hostfile  python /mpi/desarrollo-paralelas-2014/shellParallelExplicit.py /mpi/desarrollo-paralelas-2014/web/subidas/1403113787_InformePlanificacionLab2ComputacionParalela.pdf 'plan'
root      6623  0.0  0.0   3772  1628 ?        S    13:49   0:00 sudo -u cluster mpiexec -n 4 --hostfile /mpi/desarrollo-paralelas-2014/hostfile python /mpi/desarrollo-paralelas-2014/shellParallelExplicit.py /mpi/desarrollo-paralelas-2014/web/subidas/1403113787_InformePlanificacionLab2ComputacionParalela.pdf plan
cluster   6624  0.0  0.0   3784  2112 ?        S    13:49   0:00 mpiexec -n 4 --hostfile /mpi/desarrollo-paralelas-2014/hostfile python /mpi/desarrollo-paralelas-2014/shellParallelExplicit.py /mpi/desarrollo-paralelas-2014/web/subidas/1403113787_InformePlanificacionLab2ComputacionParalela.pdf plan
cluster   6625  0.0  0.2 103768 17512 ?        S    13:49   0:00 python /mpi/desarrollo-paralelas-2014/shellParallelExplicit.py /mpi/desarrollo-paralelas-2014/web/subidas/1403113787_InformePlanificacionLab2ComputacionParalela.pdf plan
cluster   6626  7.3  0.1  99320 14408 ?        R    13:49  21:21 python /mpi/desarrollo-paralelas-2014/shellParallelExplicit.py /mpi/desarrollo-paralelas-2014/web/subidas/1403113787_InformePlanificacionLab2ComputacionParalela.pdf plan
cluster   6627  7.4  0.1  99316 14400 ?        R    13:49  21:30 python /mpi/desarrollo-paralelas-2014/shellParallelExplicit.py /mpi/desarrollo-paralelas-2014/web/subidas/1403113787_InformePlanificacionLab2ComputacionParalela.pdf plan
cluster   6628  7.5  0.1  99316 14396 ?        R    13:49  21:42 python /mpi/desarrollo-paralelas-2014/shellParallelExplicit.py /mpi/desarrollo-paralelas-2014/web/subidas/1403113787_InformePlanificacionLab2ComputacionParalela.pdf plan
www-data  6655  0.0  0.0  34632  5848 ?        S    13:49   0:00 /usr/sbin/apache2 -k start
www-data  6656  0.0  0.0   2236   544 ?        S    13:49   0:00 sh -c sudo -u cluster mpiexec -n 4 --hostfile /mpi/desarrollo-paralelas-2014/hostfile  python /mpi/desarrollo-paralelas-2014/shellParallelExplicit.py /mpi/desarrollo-paralelas-2014/web/subidas/1403113795_InformePlanificacionLab2ComputacionParalela.pdf 'plan'
root      6657  0.0  0.0   3772  1632 ?        S    13:49   0:00 sudo -u cluster mpiexec -n 4 --hostfile /mpi/desarrollo-paralelas-2014/hostfile python /mpi/desarrollo-paralelas-2014/shellParallelExplicit.py /mpi/desarrollo-paralelas-2014/web/subidas/1403113795_InformePlanificacionLab2ComputacionParalela.pdf plan
cluster   6658  0.0  0.0   3784  2120 ?        S    13:49   0:00 mpiexec -n 4 --hostfile /mpi/desarrollo-paralelas-2014/hostfile python /mpi/desarrollo-paralelas-2014/shellParallelExplicit.py /mpi/desarrollo-paralelas-2014/web/subidas/1403113795_InformePlanificacionLab2ComputacionParalela.pdf plan
cluster   6659  0.0  0.2 103760 17528 ?        S    13:49   0:00 python /mpi/desarrollo-paralelas-2014/shellParallelExplicit.py /mpi/desarrollo-paralelas-2014/web/subidas/1403113795_InformePlanificacionLab2ComputacionParalela.pdf plan
cluster   6660  7.4  0.1  99316 14404 ?        R    13:49  21:32 python /mpi/desarrollo-paralelas-2014/shellParallelExplicit.py /mpi/desarrollo-paralelas-2014/web/subidas/1403113795_InformePlanificacionLab2ComputacionParalela.pdf plan
cluster   6661  7.5  0.1  99320 14404 ?        R    13:49  21:52 python /mpi/desarrollo-paralelas-2014/shellParallelExplicit.py /mpi/desarrollo-paralelas-2014/web/subidas/1403113795_InformePlanificacionLab2ComputacionParalela.pdf plan
cluster   6662  7.3  0.1  99316 14400 ?        R    13:49  21:22 python /mpi/desarrollo-paralelas-2014/shellParallelExplicit.py /mpi/desarrollo-paralelas-2014/web/subidas/1403113795_InformePlanificacionLab2ComputacionParalela.pdf plan
www-data  6683  0.0  0.0   2236   544 ?        S    13:49   0:00 sh -c sudo -u cluster mpiexec -n 4 --hostfile /mpi/desarrollo-paralelas-2014/hostfile  python /mpi/desarrollo-paralelas-2014/shellParallelExplicit.py /mpi/desarrollo-paralelas-2014/web/subidas/1403113799_InformePlanificacionLab2ComputacionParalela.pdf 'plan'
root      6684  0.0  0.0   3772  1632 ?        S    13:49   0:00 sudo -u cluster mpiexec -n 4 --hostfile /mpi/desarrollo-paralelas-2014/hostfile python /mpi/desarrollo-paralelas-2014/shellParallelExplicit.py /mpi/desarrollo-paralelas-2014/web/subidas/1403113799_InformePlanificacionLab2ComputacionParalela.pdf plan
cluster   6685  0.0  0.0   3784  2116 ?        S    13:49   0:00 mpiexec -n 4 --hostfile /mpi/desarrollo-paralelas-2014/hostfile python /mpi/desarrollo-paralelas-2014/shellParallelExplicit.py /mpi/desarrollo-paralelas-2014/web/subidas/1403113799_InformePlanificacionLab2ComputacionParalela.pdf plan
cluster   6687  0.0  0.2 103764 17524 ?        S    13:49   0:00 python /mpi/desarrollo-paralelas-2014/shellParallelExplicit.py /mpi/desarrollo-paralelas-2014/web/subidas/1403113799_InformePlanificacionLab2ComputacionParalela.pdf plan
cluster   6688  7.3  0.1  99316 14404 ?        R    13:49  21:11 python /mpi/desarrollo-paralelas-2014/shellParallelExplicit.py /mpi/desarrollo-paralelas-2014/web/subidas/1403113799_InformePlanificacionLab2ComputacionParalela.pdf plan
cluster   6689  7.5  0.1  99312 14396 ?        R    13:49  21:43 python /mpi/desarrollo-paralelas-2014/shellParallelExplicit.py /mpi/desarrollo-paralelas-2014/web/subidas/1403113799_InformePlanificacionLab2ComputacionParalela.pdf plan
cluster   6690  7.4  0.1  99320 14404 ?        R    13:49  21:30 python /mpi/desarrollo-paralelas-2014/shellParallelExplicit.py /mpi/desarrollo-paralelas-2014/web/subidas/1403113799_InformePlanificacionLab2ComputacionParalela.pdf plan
www-data  6705  0.0  0.0  34632  5844 ?        S    13:50   0:00 /usr/sbin/apache2 -k start
www-data  6714  0.0  0.0  34632  5852 ?        S    13:50   0:00 /usr/sbin/apache2 -k start
www-data  6715  0.0  0.0  34632  5848 ?        S    13:50   0:00 /usr/sbin/apache2 -k start
www-data  6716  0.0  0.0  34632  5844 ?        S    13:50   0:00 /usr/sbin/apache2 -k start
www-data  6717  0.0  0.0  34632  5844 ?        S    13:50   0:00 /usr/sbin/apache2 -k start
www-data  6718  0.0  0.0   2236   544 ?        S    13:50   0:00 sh -c sudo -u cluster mpiexec -n 4 --hostfile /mpi/desarrollo-paralelas-2014/hostfile  python /mpi/desarrollo-paralelas-2014/shellParallelExplicit.py /mpi/desarrollo-paralelas-2014/web/subidas/1403113826_InformePlanificacionLab2ComputacionParalela.pdf 'plan'
root      6719  0.0  0.0   3772  1628 ?        S    13:50   0:00 sudo -u cluster mpiexec -n 4 --hostfile /mpi/desarrollo-paralelas-2014/hostfile python /mpi/desarrollo-paralelas-2014/shellParallelExplicit.py /mpi/desarrollo-paralelas-2014/web/subidas/1403113826_InformePlanificacionLab2ComputacionParalela.pdf plan
cluster   6720  0.0  0.0   3784  2116 ?        S    13:50   0:00 mpiexec -n 4 --hostfile /mpi/desarrollo-paralelas-2014/hostfile python /mpi/desarrollo-paralelas-2014/shellParallelExplicit.py /mpi/desarrollo-paralelas-2014/web/subidas/1403113826_InformePlanificacionLab2ComputacionParalela.pdf plan
cluster   6721  0.0  0.2 103760 17524 ?        S    13:50   0:00 python /mpi/desarrollo-paralelas-2014/shellParallelExplicit.py /mpi/desarrollo-paralelas-2014/web/subidas/1403113826_InformePlanificacionLab2ComputacionParalela.pdf plan
cluster   6722  7.3  0.1  99320 14404 ?        R    13:50  21:08 python /mpi/desarrollo-paralelas-2014/shellParallelExplicit.py /mpi/desarrollo-paralelas-2014/web/subidas/1403113826_InformePlanificacionLab2ComputacionParalela.pdf plan
cluster   6723  7.2  0.1  99312 14396 ?        R    13:50  20:59 python /mpi/desarrollo-paralelas-2014/shellParallelExplicit.py /mpi/desarrollo-paralelas-2014/web/subidas/1403113826_InformePlanificacionLab2ComputacionParalela.pdf plan
cluster   6724  7.4  0.1  99320 14404 ?        R    13:50  21:22 python /mpi/desarrollo-paralelas-2014/shellParallelExplicit.py /mpi/desarrollo-paralelas-2014/web/subidas/1403113826_InformePlanificacionLab2ComputacionParalela.pdf plan
www-data  6741  0.0  0.0   2236   544 ?        S    13:50   0:00 sh -c sudo -u cluster mpiexec -n 4 --hostfile /mpi/desarrollo-paralelas-2014/hostfile  python /mpi/desarrollo-paralelas-2014/shellParallelExplicit.py /mpi/desarrollo-paralelas-2014/web/subidas/1403113829_InformePlanificacionLab2ComputacionParalela.pdf 'plan'
root      6742  0.0  0.0   3772  1632 ?        S    13:50   0:00 sudo -u cluster mpiexec -n 4 --hostfile /mpi/desarrollo-paralelas-2014/hostfile python /mpi/desarrollo-paralelas-2014/shellParallelExplicit.py /mpi/desarrollo-paralelas-2014/web/subidas/1403113829_InformePlanificacionLab2ComputacionParalela.pdf plan
cluster   6743  0.0  0.0   3784  2112 ?        S    13:50   0:00 mpiexec -n 4 --hostfile /mpi/desarrollo-paralelas-2014/hostfile python /mpi/desarrollo-paralelas-2014/shellParallelExplicit.py /mpi/desarrollo-paralelas-2014/web/subidas/1403113829_InformePlanificacionLab2ComputacionParalela.pdf plan
cluster   6744  0.0  0.2 103760 17528 ?        S    13:50   0:00 python /mpi/desarrollo-paralelas-2014/shellParallelExplicit.py /mpi/desarrollo-paralelas-2014/web/subidas/1403113829_InformePlanificacionLab2ComputacionParalela.pdf plan
cluster   6745  7.3  0.1  99312 14400 ?        R    13:50  21:17 python /mpi/desarrollo-paralelas-2014/shellParallelExplicit.py /mpi/desarrollo-paralelas-2014/web/subidas/1403113829_InformePlanificacionLab2ComputacionParalela.pdf plan
cluster   6746  7.3  0.1  99312 14400 ?        R    13:50  21:14 python /mpi/desarrollo-paralelas-2014/shellParallelExplicit.py /mpi/desarrollo-paralelas-2014/web/subidas/1403113829_InformePlanificacionLab2ComputacionParalela.pdf plan
cluster   6747  7.3  0.1  99316 14400 ?        R    13:50  21:12 python /mpi/desarrollo-paralelas-2014/shellParallelExplicit.py /mpi/desarrollo-paralelas-2014/web/subidas/1403113829_InformePlanificacionLab2ComputacionParalela.pdf plan
www-data  6764  0.0  0.0   2236   540 ?        S    13:50   0:00 sh -c sudo -u cluster mpiexec -n 4 --hostfile /mpi/desarrollo-paralelas-2014/hostfile  python /mpi/desarrollo-paralelas-2014/shellParallelExplicit.py /mpi/desarrollo-paralelas-2014/web/subidas/1403113831_InformePlanificacionLab2ComputacionParalela.pdf 'plan'
root      6765  0.0  0.0   3772  1628 ?        S    13:50   0:00 sudo -u cluster mpiexec -n 4 --hostfile /mpi/desarrollo-paralelas-2014/hostfile python /mpi/desarrollo-paralelas-2014/shellParallelExplicit.py /mpi/desarrollo-paralelas-2014/web/subidas/1403113831_InformePlanificacionLab2ComputacionParalela.pdf plan
cluster   6766  0.0  0.0   3784  2116 ?        S    13:50   0:00 mpiexec -n 4 --hostfile /mpi/desarrollo-paralelas-2014/hostfile python /mpi/desarrollo-paralelas-2014/shellParallelExplicit.py /mpi/desarrollo-paralelas-2014/web/subidas/1403113831_InformePlanificacionLab2ComputacionParalela.pdf plan
cluster   6767  0.0  0.2 103768 17532 ?        S    13:50   0:00 python /mpi/desarrollo-paralelas-2014/shellParallelExplicit.py /mpi/desarrollo-paralelas-2014/web/subidas/1403113831_InformePlanificacionLab2ComputacionParalela.pdf plan
cluster   6768  7.3  0.1  99320 14404 ?        R    13:50  21:21 python /mpi/desarrollo-paralelas-2014/shellParallelExplicit.py /mpi/desarrollo-paralelas-2014/web/subidas/1403113831_InformePlanificacionLab2ComputacionParalela.pdf plan
cluster   6769  7.4  0.1  99316 14396 ?        R    13:50  21:31 python /mpi/desarrollo-paralelas-2014/shellParallelExplicit.py /mpi/desarrollo-paralelas-2014/web/subidas/1403113831_InformePlanificacionLab2ComputacionParalela.pdf plan
cluster   6770  7.3  0.1  99316 14404 ?        R    13:50  21:10 python /mpi/desarrollo-paralelas-2014/shellParallelExplicit.py /mpi/desarrollo-paralelas-2014/web/subidas/1403113831_InformePlanificacionLab2ComputacionParalela.pdf plan
www-data  6771  0.0  0.0  34632  5908 ?        S    13:50   0:00 /usr/sbin/apache2 -k start
www-data  6839  0.0  0.0  34632  5924 ?        S    13:51   0:00 /usr/sbin/apache2 -k start
www-data  6840  0.0  0.0  34632  5848 ?        S    13:51   0:00 /usr/sbin/apache2 -k start
www-data  6841  0.0  0.0  34632  5844 ?        S    13:51   0:00 /usr/sbin/apache2 -k start
root      6844  0.0  0.0      0     0 ?        S    18:23   0:00 [kworker/0:1]
www-data  6866  0.0  0.0   2236   548 ?        S    13:51   0:00 sh -c sudo -u cluster mpiexec -n 4 --hostfile /mpi/desarrollo-paralelas-2014/hostfile  python /mpi/desarrollo-paralelas-2014/shellParallelExplicit.py /mpi/desarrollo-paralelas-2014/web/subidas/1403113896_InformePlanificacionLab2ComputacionParalela.pdf 'plan'
root      6867  0.0  0.0   3772  1632 ?        S    13:51   0:00 sudo -u cluster mpiexec -n 4 --hostfile /mpi/desarrollo-paralelas-2014/hostfile python /mpi/desarrollo-paralelas-2014/shellParallelExplicit.py /mpi/desarrollo-paralelas-2014/web/subidas/1403113896_InformePlanificacionLab2ComputacionParalela.pdf plan
cluster   6868  0.0  0.0   3784  2116 ?        S    13:51   0:00 mpiexec -n 4 --hostfile /mpi/desarrollo-paralelas-2014/hostfile python /mpi/desarrollo-paralelas-2014/shellParallelExplicit.py /mpi/desarrollo-paralelas-2014/web/subidas/1403113896_InformePlanificacionLab2ComputacionParalela.pdf plan
cluster   6869  0.0  0.2 103764 17528 ?        S    13:51   0:00 python /mpi/desarrollo-paralelas-2014/shellParallelExplicit.py /mpi/desarrollo-paralelas-2014/web/subidas/1403113896_InformePlanificacionLab2ComputacionParalela.pdf plan
cluster   6870  7.3  0.1  99316 14404 ?        R    13:51  21:15 python /mpi/desarrollo-paralelas-2014/shellParallelExplicit.py /mpi/desarrollo-paralelas-2014/web/subidas/1403113896_InformePlanificacionLab2ComputacionParalela.pdf plan
cluster   6871  7.4  0.1  99320 14404 ?        R    13:51  21:21 python /mpi/desarrollo-paralelas-2014/shellParallelExplicit.py /mpi/desarrollo-paralelas-2014/web/subidas/1403113896_InformePlanificacionLab2ComputacionParalela.pdf plan
cluster   6872  7.4  0.1  99316 14400 ?        R    13:51  21:18 python /mpi/desarrollo-paralelas-2014/shellParallelExplicit.py /mpi/desarrollo-paralelas-2014/web/subidas/1403113896_InformePlanificacionLab2ComputacionParalela.pdf plan
www-data  6889  0.0  0.0   2236   544 ?        S    13:51   0:00 sh -c sudo -u cluster mpiexec -n 4 --hostfile /mpi/desarrollo-paralelas-2014/hostfile  python /mpi/desarrollo-paralelas-2014/shellParallelExplicit.py /mpi/desarrollo-paralelas-2014/web/subidas/1403113908_InformePlanificacionLab2ComputacionParalela.pdf 'plan'
root      6890  0.0  0.0   3772  1628 ?        S    13:51   0:00 sudo -u cluster mpiexec -n 4 --hostfile /mpi/desarrollo-paralelas-2014/hostfile python /mpi/desarrollo-paralelas-2014/shellParallelExplicit.py /mpi/desarrollo-paralelas-2014/web/subidas/1403113908_InformePlanificacionLab2ComputacionParalela.pdf plan
cluster   6891  0.0  0.0   3784  2112 ?        S    13:51   0:00 mpiexec -n 4 --hostfile /mpi/desarrollo-paralelas-2014/hostfile python /mpi/desarrollo-paralelas-2014/shellParallelExplicit.py /mpi/desarrollo-paralelas-2014/web/subidas/1403113908_InformePlanificacionLab2ComputacionParalela.pdf plan
cluster   6892  0.0  0.2 103760 17508 ?        S    13:51   0:00 python /mpi/desarrollo-paralelas-2014/shellParallelExplicit.py /mpi/desarrollo-paralelas-2014/web/subidas/1403113908_InformePlanificacionLab2ComputacionParalela.pdf plan
cluster   6893  7.2  0.1  99320 14408 ?        R    13:51  20:56 python /mpi/desarrollo-paralelas-2014/shellParallelExplicit.py /mpi/desarrollo-paralelas-2014/web/subidas/1403113908_InformePlanificacionLab2ComputacionParalela.pdf plan
cluster   6894  7.4  0.1  99316 14400 ?        R    13:51  21:18 python /mpi/desarrollo-paralelas-2014/shellParallelExplicit.py /mpi/desarrollo-paralelas-2014/web/subidas/1403113908_InformePlanificacionLab2ComputacionParalela.pdf plan
cluster   6895  7.4  0.1  99316 14400 ?        R    13:51  21:22 python /mpi/desarrollo-paralelas-2014/shellParallelExplicit.py /mpi/desarrollo-paralelas-2014/web/subidas/1403113908_InformePlanificacionLab2ComputacionParalela.pdf plan
www-data  6896  0.0  0.0  34632  5912 ?        S    13:51   0:00 /usr/sbin/apache2 -k start
www-data  6913  0.0  0.0   2236   548 ?        S    13:51   0:00 sh -c sudo -u cluster mpiexec -n 4 --hostfile /mpi/desarrollo-paralelas-2014/hostfile  python /mpi/desarrollo-paralelas-2014/shellParallelExplicit.py /mpi/desarrollo-paralelas-2014/web/subidas/1403113911_InformePlanificacionLab2ComputacionParalela.pdf 'plan'
root      6914  0.0  0.0   3772  1632 ?        S    13:51   0:00 sudo -u cluster mpiexec -n 4 --hostfile /mpi/desarrollo-paralelas-2014/hostfile python /mpi/desarrollo-paralelas-2014/shellParallelExplicit.py /mpi/desarrollo-paralelas-2014/web/subidas/1403113911_InformePlanificacionLab2ComputacionParalela.pdf plan
cluster   6915  0.0  0.0   3784  2116 ?        S    13:51   0:00 mpiexec -n 4 --hostfile /mpi/desarrollo-paralelas-2014/hostfile python /mpi/desarrollo-paralelas-2014/shellParallelExplicit.py /mpi/desarrollo-paralelas-2014/web/subidas/1403113911_InformePlanificacionLab2ComputacionParalela.pdf plan
cluster   6916  0.0  0.2 103768 17536 ?        S    13:51   0:00 python /mpi/desarrollo-paralelas-2014/shellParallelExplicit.py /mpi/desarrollo-paralelas-2014/web/subidas/1403113911_InformePlanificacionLab2ComputacionParalela.pdf plan
cluster   6917  7.3  0.1  99320 14404 ?        R    13:51  21:08 python /mpi/desarrollo-paralelas-2014/shellParallelExplicit.py /mpi/desarrollo-paralelas-2014/web/subidas/1403113911_InformePlanificacionLab2ComputacionParalela.pdf plan
cluster   6918  7.3  0.1  99320 14400 ?        R    13:51  21:01 python /mpi/desarrollo-paralelas-2014/shellParallelExplicit.py /mpi/desarrollo-paralelas-2014/web/subidas/1403113911_InformePlanificacionLab2ComputacionParalela.pdf plan
cluster   6919  7.3  0.1  99316 14396 ?        R    13:51  21:03 python /mpi/desarrollo-paralelas-2014/shellParallelExplicit.py /mpi/desarrollo-paralelas-2014/web/subidas/1403113911_InformePlanificacionLab2ComputacionParalela.pdf plan
